model,year,transmission,mileage,fuel type,engine size,price
 C Class,2019.0,Semi-Auto,1000.0,Diesel,2.0,36539.0
 Focus,2019.0,Manual,8188.0,Diesel,1.5,15540.0
 C Class,2016.0,Semi-Auto,19682.0,Diesel,2.1,17822.0
 A3,2015.0,Manual,31983.0,Diesel,1.6,10451.0
 Focus,2019.0,Manual,6852.0,Petrol,1.0,17520.0
 Q5,2013.0,Automatic,81957.0,Diesel,2.0,14990.0
 C Class,2018.0,Automatic,25396.0,31,2.1,19999.0
 Focus,2017.0,Manual,39684.0,26,2.0,16995.0
 C Class,2018.0,Semi-Auto,9290.0,Petrol,3.0,33890.0
 Focus,2011.0,Manual,102000.0,15,1.6,3495.0
 A3,2013.0,Manual,55856.0,Diesel,1.6,8799.0
 A3,2015.0,Manual,83764.0,Diesel,2.0,8999.0
 Q5,2019.0,Semi-Auto,8867.0,Diesel,2.0,42450.0
 A6,2017.0,Semi-Auto,31232.0,Diesel,2.0,20998.0
 Focus,2016.0,Manual,22904.0,Diesel,1.5,10798.0
 Focus,2019.0,Manual,13706.0,Petrol,1.0,16400.0
 Focus,2018.0,Manual,16364.0,Petrol,1.0,14691.0
 A1,2016.0,Manual,27400.0,Petrol,1.4,11760.0
 A3,2019.0,Semi-Auto,2470.0,Petrol,2.0,32900.0
 A1,2016.0,Manual,18270.0,Petrol,2.0,19512.0
 Focus,2016.0,Manual,43150.0,26,2.0,13999.0
 Focus,2015.0,Manual,35938.0,11,1.0,8682.0
 A4,2010.0,Manual,80000.0,Diesel,2.0,7375.0
 A1,2016.0,Manual,42221.0,Petrol,1.4,11495.0
 A1,2018.0,Manual,22000.0,Diesel,1.6,13990.0
 Q2,2019.0,Manual,3000.0,Diesel,1.6,18940.0
 Focus,2017.0,Manual,27188.0,Petrol,2.0,17950.0
 Focus,2015.0,Semi-Auto,31000.0,14,1.6,8595.0
 C Class,2017.0,Semi-Auto,38085.0,Diesel,2.1,14549.0
 C Class,2018.0,Semi-Auto,8493.0,Petrol,1.5,20889.0
 A3,2018.0,Manual,12350.0,Petrol,1.5,18995.0
 Q2,2019.0,Manual,12140.0,Diesel,1.6,18380.0
 A4,2019.0,Automatic,3952.0,Diesel,2.0,25800.0
 C Class,2019.0,Semi-Auto,11728.0,Diesel,2.0,25990.0
 A4,2020.0,Semi-Auto,5233.0,Diesel,3.0,42840.0
 C Class,2016.0,Semi-Auto,17259.0,Diesel,2.1,16980.0
 C Class,2015.0,Automatic,34799.0,43,2.143,11200.0
 A3,2014.0,Manual,46887.0,Diesel,1.6,11995.0
 C Class,2015.0,Manual,129000.0,31,2.143,10791.0
 Focus,2018.0,Automatic,10688.0,Diesel,1.5,16995.0
 Focus,2016.0,Manual,30923.0,Diesel,1.5,10995.0
 Q7,2019.0,Semi-Auto,6000.0,Diesel,3.0,51750.0
 SQ5,2015.0,Automatic,76518.0,Diesel,3.0,20295.0
 A6,2019.0,Automatic,1881.0,Diesel,2.0,29985.0
 Focus,2018.0,Manual,36347.0,Petrol,0.999,10189.0
 A6,2016.0,Manual,107150.0,Diesel,2.0,11000.0
 A1,2019.0,Semi-Auto,3774.0,Petrol,2.0,22365.0
 A5,2018.0,Semi-Auto,18139.0,Petrol,3.0,30990.0
 A5,2016.0,Manual,46107.0,Petrol,2.0,14999.0
 A3,2019.0,Manual,3833.0,Diesel,1.6,18450.0
 Focus,2019.0,Manual,8188.0,Diesel,1.5,15540.0
 C Class,2015.0,Automatic,47000.0,43,2.143,11990.0
 C Class,2013.0,Semi-Auto,33925.0,31,1.6,11900.0
 Focus,2018.0,Manual,21567.0,Petrol,1.0,11990.0
 C Class,2019.0,Manual,551.0,Petrol,1.6,23879.0
 Q3,2019.0,Semi-Auto,5450.0,Diesel,2.0,32850.0
 C Class,2017.0,Semi-Auto,34301.0,Diesel,2.1,15999.0
 C Class,2020.0,Semi-Auto,2499.0,Diesel,2.0,39994.0
 Focus,2015.0,Manual,58291.0,15,1.56,7295.0
 C Class,2016.0,Semi-Auto,23429.0,39,2.0,20998.0
 A1,2019.0,Automatic,11200.0,Petrol,1.0,19990.0
 C Class,2018.0,Semi-Auto,10997.0,33,2.1,26281.0
 Focus,2014.0,Manual,23000.0,36,2.0,11607.0
 A1,2019.0,Semi-Auto,8534.0,Petrol,2.0,21686.0
 A3,2014.0,Manual,32055.0,Petrol,1.4,11290.0
 RS5,2019.0,Semi-Auto,4500.0,Petrol,2.9,59450.0
 C Class,2019.0,Semi-Auto,20400.0,Diesel,2.0,27495.0
 Q5,2019.0,Semi-Auto,84.0,Diesel,2.0,32790.0
 A3,2019.0,Semi-Auto,8877.0,Petrol,1.5,24490.0
 Focus,2017.0,Manual,12456.0,Petrol,1.0,13000.0
 Focus,2019.0,Automatic,20850.0,Petrol,1.0,14450.0
 Focus,2018.0,Manual,13905.0,Petrol,1.0,13298.0
 C Class,2016.0,Automatic,21118.0,Diesel,2.1,24749.0
 A5,2015.0,Manual,81337.0,Diesel,2.0,13249.0
 A6,2016.0,Semi-Auto,50687.0,Diesel,2.0,18990.0
 Focus,2019.0,Manual,12981.0,Petrol,1.0,16200.0
 Q5,2015.0,Semi-Auto,26190.0,Diesel,2.0,20000.0
 A1,2015.0,Semi-Auto,37231.0,Petrol,1.4,13500.0
 A6,2014.0,Automatic,30603.0,Diesel,2.0,15999.0
 Focus,2015.0,Manual,38052.0,14,1.0,7995.0
 C Class,2017.0,Automatic,34682.0,32,2.143,18991.0
 C Class,2019.0,Automatic,6500.0,Diesel,2.0,27990.0
 C Class,2015.0,Manual,108000.0,30,2.143,9392.0
 C Class,2019.0,Automatic,6000.0,Petrol,1.595,26998.0
 A4,2020.0,Manual,4000.0,Petrol,2.0,29995.0
 Focus,2009.0,Manual,77466.0,10,1.596,3450.0
 Q3,2017.0,Manual,32565.0,Petrol,1.4,19995.0
 A3,2012.0,Manual,73994.0,Diesel,1.6,6450.0
 Focus,2013.0,Manual,35490.0,15,1.6,6776.0
 Q3,2017.0,Manual,20000.0,Petrol,1.4,19990.0
 Q3,2019.0,Manual,6015.0,Petrol,1.5,24970.0
 Focus,2019.0,Automatic,4233.0,Diesel,1.5,17850.0
 A1,2015.0,Manual,36477.0,Petrol,1.0,10599.0
 A1,2019.0,Semi-Auto,1793.0,Petrol,1.5,21990.0
 Focus,2013.0,Manual,58610.0,11,1.596,5995.0
 A1,2020.0,Manual,2004.0,Petrol,1.0,19250.0
 C Class,2019.0,Automatic,5144.0,Diesel,2.0,30490.0
 A6,2015.0,Semi-Auto,32288.0,Diesel,2.0,17000.0
 Focus,2017.0,Manual,12595.0,Petrol,1.0,12995.0
 Focus,2019.0,Manual,13649.0,Petrol,1.0,14291.0
 A5,2020.0,Semi-Auto,1500.0,Diesel,2.0,28000.0
 Focus,2019.0,Automatic,8201.0,Diesel,2.0,19000.0
 Q5,2016.0,Semi-Auto,48269.0,Diesel,2.0,19750.0
 Focus,2016.0,Manual,40536.0,26,2.0,14312.0
 A1,2016.0,Manual,30000.0,Petrol,1.0,9999.0
 A3,2019.0,Manual,1639.0,Diesel,1.6,23990.0
 A4,2016.0,Automatic,37089.0,Diesel,2.0,16499.0
 C Class,2017.0,Semi-Auto,19560.0,Diesel,2.1,22480.0
 Focus,2019.0,Manual,6344.0,Petrol,0.999,16495.0
 Focus,2017.0,Automatic,15238.0,Petrol,1.0,12000.0
 C Class,2019.0,Semi-Auto,12478.0,Diesel,2.0,29899.0
 A3,2019.0,Automatic,100.0,Petrol,2.0,28750.0
 C Class,2019.0,Semi-Auto,12781.0,Diesel,2.0,26499.0
 C Class,2016.0,Automatic,67490.0,Hybrid,1.991,16000.0
 Focus,2019.0,Manual,2679.0,Petrol,1.0,17520.0
 A5,2018.0,Manual,24111.0,Diesel,2.0,21000.0
 C Class,2018.0,Semi-Auto,17000.0,38,2.1,23149.0
 A4,2020.0,Semi-Auto,1964.0,Diesel,3.0,40900.0
 A6,2016.0,Semi-Auto,65379.0,Diesel,2.0,16500.0
 Q3,2014.0,Automatic,29998.0,Diesel,2.0,14799.0
 A1,2016.0,Manual,15567.0,Diesel,1.6,11500.0
 Focus,2019.0,Manual,12049.0,Petrol,1.0,15890.0
 A6,2019.0,Semi-Auto,8000.0,Diesel,2.0,28000.0
 C Class,2018.0,Semi-Auto,13983.0,Petrol,3.0,33980.0
 A1,2015.0,Manual,56000.0,Diesel,1.6,9500.0
 C Class,2019.0,Semi-Auto,16543.0,Petrol,2.0,28980.0
 A3,2019.0,Automatic,2778.0,Petrol,2.0,23990.0
 A6,2015.0,Automatic,49373.0,Diesel,2.0,19780.0
 Q2,2019.0,Manual,1596.0,Diesel,1.6,20998.0
 Focus,2019.0,Manual,11958.0,Diesel,1.5,16500.0
 A4,2018.0,Automatic,31617.0,Petrol,1.4,16200.0
 A1,2017.0,Semi-Auto,31597.0,Petrol,1.4,13400.0
 Focus,2017.0,Manual,12548.0,11,1.0,12100.0
 A1,2014.0,Manual,23015.0,Petrol,1.4,11998.0
 Focus,2018.0,Manual,6300.0,Petrol,1.0,12195.0
 A4,2017.0,Automatic,42156.0,Diesel,3.0,18470.0
 A1,2019.0,Semi-Auto,9000.0,Petrol,1.5,21000.0
 Focus,2019.0,Manual,2950.0,Petrol,2.3,28930.0
 C Class,2011.0,Automatic,66000.0,29,2.143,8495.0
 C Class,2019.0,Semi-Auto,13755.0,Diesel,2.0,20449.0
 Q5,2019.0,Semi-Auto,6255.0,Petrol,2.0,35490.0
 Focus,2019.0,Manual,4539.0,Diesel,1.5,17350.0
 Focus,2019.0,Manual,7008.0,Petrol,1.0,19180.0
 A3,2019.0,Manual,4875.0,Petrol,1.5,21990.0
 A3,2017.0,Manual,47041.0,Diesel,2.0,13790.0
 C Class,2020.0,Semi-Auto,3999.0,Diesel,2.0,30980.0
 A4,2015.0,Automatic,74478.0,Diesel,2.0,12000.0
 Focus,2012.0,Manual,116000.0,15,1.56,4895.0
 A5,2017.0,Semi-Auto,20320.0,Petrol,3.0,29582.0
 A5,2019.0,Automatic,10.0,Petrol,2.0,31490.0
 Q5,2019.0,Semi-Auto,4980.0,Diesel,2.0,33950.0
 A5,2017.0,Automatic,13057.0,Petrol,2.0,20200.0
 S3,2016.0,Semi-Auto,42000.0,Petrol,2.0,20950.0
 A3,2015.0,Manual,63769.0,Diesel,2.0,9216.0
 A6,2019.0,Automatic,4500.0,Diesel,2.0,30000.0
 C Class,2017.0,Automatic,10398.0,Petrol,1.991,21291.0
 Focus,2019.0,Manual,3915.0,Petrol,1.0,13491.0
 Focus,2019.0,Manual,5000.0,Petrol,2.3,27975.0
 C Class,2018.0,Automatic,19044.0,Hybrid,1.991,22995.0
 Focus,2013.0,Manual,84219.0,15,1.6,5347.0
 Q3,2017.0,Manual,10950.0,Petrol,1.4,17997.0
 Q3,2015.0,Manual,76861.0,Diesel,2.0,13998.0
 A3,2018.0,Automatic,10500.0,Petrol,1.5,21990.0
 Q7,2017.0,Semi-Auto,30262.0,Diesel,4.0,49490.0
 A6,2014.0,Semi-Auto,79965.0,Diesel,2.0,13541.0
 Q3,2015.0,Manual,55000.0,Diesel,2.0,14990.0
 Q2,2019.0,Semi-Auto,1910.0,Petrol,1.5,28690.0
 Q3,2016.0,Automatic,43328.0,Diesel,2.0,17750.0
 Focus,2018.0,Manual,9022.0,Petrol,1.0,12900.0
 A4,2016.0,Automatic,68148.0,Diesel,2.0,14990.0
 RS6,2014.0,Automatic,63476.0,Petrol,4.0,40990.0
 A5,2017.0,Semi-Auto,14589.0,Diesel,2.0,22990.0
 C Class,2017.0,Manual,33273.0,Diesel,2.1,14420.0
 Focus,2017.0,Manual,19325.0,Diesel,1.5,10178.0
 A1,2016.0,Manual,33186.0,Petrol,1.0,9790.0
 A5,2019.0,Automatic,2500.0,Petrol,2.0,31425.0
 Focus,2017.0,Manual,2481.0,Petrol,1.0,11500.0
 A3,2018.0,Semi-Auto,22604.0,Petrol,1.5,20971.0
 Focus,2013.0,Manual,59812.0,11,1.6,5498.0
 A4,2016.0,Manual,55885.0,Diesel,2.0,12270.0
 Focus,2018.0,Manual,10213.0,Petrol,1.0,16998.0
 Focus,2019.0,Manual,8580.0,Petrol,1.0,15500.0
 Q7,2018.0,Semi-Auto,26890.0,Diesel,3.0,37450.0
 Focus,2017.0,Manual,15019.0,Petrol,1.0,10057.0
 C Class,2019.0,Semi-Auto,9.0,Diesel,2.0,35980.0
 Q3,2015.0,Manual,56040.0,Diesel,2.0,12199.0
 Focus,2018.0,Automatic,12500.0,Diesel,1.5,15990.0
 Q5,2020.0,Automatic,7511.0,Petrol,2.0,37495.0
 C Class,2019.0,Semi-Auto,2000.0,Petrol,1.5,31199.0
 C Class,2019.0,Semi-Auto,9625.0,Petrol,1.5,25900.0
 C Class,2015.0,Manual,42918.0,29,2.0,11500.0
 C Class,2016.0,Semi-Auto,9272.0,37,2.1,21099.0
 Focus,2017.0,Automatic,9137.0,Petrol,1.0,14000.0
 C Class,2016.0,Automatic,28968.0,Petrol,3.0,31495.0
 A1,2017.0,Manual,23655.0,Petrol,1.4,14495.0
 A5,2017.0,Semi-Auto,22086.0,Diesel,2.0,24995.0
 Focus,2016.0,Manual,34214.0,Diesel,1.5,9420.0
 A5,2019.0,Automatic,1500.0,Petrol,2.0,27444.0
 Q5,2019.0,Semi-Auto,6000.0,Petrol,2.0,39990.0
 Focus,2018.0,Manual,35090.0,24,2.0,15498.0
 A6,2016.0,Automatic,41000.0,Diesel,2.0,18990.0
 Focus,2017.0,Automatic,24187.0,Diesel,2.0,16757.0
 A3,2019.0,Semi-Auto,14488.0,Petrol,1.5,20990.0
 A4,2016.0,Manual,42783.0,Diesel,2.0,15498.0
 Q7,2017.0,Automatic,34003.0,Diesel,3.0,37950.0
 Focus,2019.0,Manual,17998.0,Petrol,1.0,16798.0
 Focus,2019.0,Manual,11110.0,Petrol,1.0,15590.0
 A6,2016.0,Manual,35750.0,Diesel,2.0,19390.0
 A3,2019.0,Manual,9281.0,Petrol,1.0,20491.0
 Focus,2018.0,Manual,20132.0,Petrol,2.0,18250.0
 C Class,2019.0,Automatic,1000.0,Diesel,2.0,30759.0
 Q3,2015.0,Manual,30224.0,Diesel,2.0,17495.0
 A5,2019.0,Automatic,10.0,Petrol,2.0,27991.0
 Q5,2018.0,Automatic,15123.0,Diesel,2.0,27549.0
 Q2,2020.0,Manual,5000.0,Petrol,1.5,25490.0
 Focus,2019.0,Manual,10916.0,Diesel,1.5,15860.0
 Q3,2019.0,Automatic,26200.0,Diesel,2.0,27490.0
 A3,2019.0,Manual,4500.0,Diesel,1.6,21000.0
 Focus,2018.0,Manual,15919.0,Petrol,1.0,13491.0
 C Class,2014.0,Automatic,31000.0,31,2.14,16995.0
 A1,2016.0,Manual,40119.0,Petrol,1.4,12380.0
 Focus,2015.0,Automatic,18403.0,14,1.6,8350.0
 Focus,2013.0,Manual,89411.0,14,1.6,3995.0
 Focus,2017.0,Manual,17315.0,Diesel,1.5,11799.0
 Q3,2019.0,Automatic,7126.0,Petrol,2.0,34995.0
 C Class,2020.0,Semi-Auto,999.0,Petrol,4.0,65990.0
 Q2,2017.0,Semi-Auto,14800.0,Petrol,1.4,18995.0
 Focus,2018.0,Automatic,22587.0,Petrol,1.0,14500.0
 Q2,2020.0,Semi-Auto,4500.0,Petrol,1.5,27500.0
 Focus,2018.0,Manual,5757.0,Petrol,2.0,20998.0
 Focus,2017.0,Semi-Auto,29927.0,Diesel,1.5,9980.0
 A1,2016.0,Manual,18181.0,Petrol,1.0,10800.0
 Q3,2016.0,Semi-Auto,45332.0,Petrol,2.0,19000.0
 C Class,2019.0,Automatic,5510.0,Diesel,2.0,37449.0
 Focus,2018.0,Manual,8201.0,Petrol,1.0,14995.0
 Focus,2018.0,Manual,26904.0,26,2.0,18498.0
 C Class,2016.0,Semi-Auto,68770.0,38,2.1,19599.0
 C Class,2016.0,Automatic,30187.0,Petrol,3.982,40995.0
 A1,2019.0,Manual,7694.0,Petrol,1.0,18611.0
 C Class,2017.0,Semi-Auto,16323.0,37,2.1,18896.0
 C Class,2018.0,Automatic,17973.0,31,2.1,19980.0
 C Class,2015.0,Automatic,40005.0,Diesel,2.1,12000.0
 Q5,2018.0,Semi-Auto,21017.0,Petrol,3.0,43888.0
 C Class,2019.0,Semi-Auto,6641.0,Petrol,3.0,39950.0
 A3,2017.0,Manual,31780.0,Petrol,1.0,11930.0
 Q3,2019.0,Manual,2288.0,Petrol,1.5,26495.0
 C Class,2018.0,Automatic,12500.0,Diesel,2.0,20900.0
 C Class,2013.0,Automatic,86136.0,28,2.1,8099.0
 Q3,2015.0,Semi-Auto,43740.0,Petrol,1.4,17000.0
 Focus,2017.0,Manual,36704.0,Diesel,1.5,10995.0
 Q3,2015.0,Manual,32000.0,Diesel,2.0,17750.0
 Focus,2019.0,Automatic,9675.0,Petrol,1.0,16635.0
 C Class,2019.0,Semi-Auto,4977.0,Diesel,2.0,30498.0
 Focus,2018.0,Manual,15448.0,Petrol,2.0,20000.0
 A4,2017.0,Manual,35664.0,Diesel,2.0,17000.0
 Q5,2019.0,Semi-Auto,10224.0,Diesel,2.0,36900.0
 Focus,2019.0,Manual,13591.0,Petrol,1.0,15151.0
 Focus,2019.0,Manual,3205.0,Petrol,1.0,17699.0
 C Class,2015.0,Automatic,37200.0,31,2.1,15495.0
 A3,2017.0,Manual,20479.0,Petrol,1.0,13500.0
 A1,2014.0,Manual,80000.0,Diesel,2.0,6490.0
 A1,2016.0,Manual,19118.0,Petrol,2.0,17798.0
 Focus,2015.0,Manual,40000.0,15,1.6,8500.0
 A5,2016.0,Automatic,36399.0,Diesel,3.0,22750.0
 A4,2013.0,Manual,84000.0,Diesel,2.0,8488.0
 C Class,2019.0,Semi-Auto,14144.0,Petrol,1.5,20299.0
 Q3,2017.0,Manual,23008.0,Diesel,2.0,18696.0
 A4,2016.0,Manual,29588.0,Diesel,2.0,16990.0
 C Class,2019.0,Semi-Auto,3254.0,Diesel,2.0,30980.0
 A1,2015.0,Manual,37081.0,Petrol,1.4,11230.0
 A5,2019.0,Semi-Auto,1822.0,Petrol,2.0,29290.0
 TT,2014.0,Manual,27400.0,Petrol,2.0,19995.0
 Q5,2018.0,Automatic,13472.0,Petrol,2.0,32950.0
 A3,2020.0,Semi-Auto,2500.0,Petrol,1.5,27991.0
 Q7,2019.0,Semi-Auto,18200.0,Diesel,3.0,46500.0
 Focus,2020.0,Manual,5500.0,Petrol,1.0,18495.0
 C Class,2019.0,Semi-Auto,1000.0,Petrol,1.5,34579.0
 C Class,2019.0,Semi-Auto,11412.0,Diesel,2.0,20980.0
 A4,2016.0,Manual,21944.0,Petrol,2.0,15998.0
 Focus,2017.0,Manual,26140.0,Petrol,2.0,16950.0
 C Class,2019.0,Semi-Auto,11473.0,Petrol,1.5,25749.0
 Q8,2019.0,Semi-Auto,2423.0,Diesel,3.0,49750.0
 A3,2016.0,Semi-Auto,41206.0,Diesel,2.0,17352.0
 C Class,2015.0,Automatic,15629.0,38,2.1,19780.0
 C Class,2017.0,Automatic,27040.0,Diesel,2.1,16267.0
 A4,2019.0,Automatic,8050.0,Petrol,2.0,23290.0
 Q3,2019.0,Manual,7000.0,Petrol,1.5,24990.0
 C Class,2016.0,Automatic,26344.0,37,2.143,18745.0
 Focus,2017.1490190205182,Manual,35107.0,Other,1.0,8495.0
 Focus,2016.0,Manual,27511.0,Diesel,1.5,7999.0
 A8,2012.0,Automatic,75920.0,Diesel,3.0,11999.0
 A1,2019.0,Semi-Auto,6666.0,Petrol,2.0,23166.0
 Q2,2017.0,Manual,7898.0,Petrol,1.4,17490.0
 Q3,2017.0,Automatic,28047.0,Petrol,1.4,17700.0
 Q2,2019.0,Automatic,6023.0,Petrol,1.5,29995.0
 Focus,2019.0,Manual,5000.0,Petrol,1.0,16000.0
 Q2,2019.0,Manual,6750.0,Petrol,1.5,20450.0
 C Class,2019.0,Semi-Auto,13359.0,Petrol,1.5,19899.0
 Focus,2018.0,Manual,4212.0,Petrol,1.0,14497.0
 C Class,2019.0,Semi-Auto,10299.0,Diesel,2.0,26349.0
 A1,2016.0,Automatic,12942.0,Diesel,1.6,14000.0
 Q3,2016.0,Semi-Auto,58406.0,Petrol,1.4,13995.0
 C Class,2019.0,Automatic,20.0,Petrol,1.5,31990.0
 A1,2017.0,Manual,15665.0,Diesel,1.6,15495.0
 A5,2016.0,Automatic,40001.0,Diesel,2.0,21490.0
 C Class,2014.0,Semi-Auto,56958.0,31,2.1,14990.0
 C Class,2019.0,Automatic,4999.0,Petrol,1.6,30500.0
 Focus,2019.0,Automatic,3024.0,Diesel,2.0,22150.0
 Focus,2018.0,Manual,8026.0,Petrol,1.0,13000.0
 Focus,2019.0,Manual,9209.0,Petrol,1.0,16000.0
 Q5,2019.0,Automatic,11844.0,Diesel,2.0,29990.0
 A3,2016.0,Automatic,12396.0,Petrol,1.4,14999.0
 Focus,2014.0,Manual,32516.0,16,1.56,9000.0
 C Class,2019.0,Automatic,5307.0,Diesel,1.6,27699.0
 TT,2018.0,Semi-Auto,10018.0,Petrol,2.0,25495.0
 Focus,2019.0,Manual,13240.0,Petrol,1.0,16400.0
 C Class,2019.0,Automatic,3360.0,Diesel,1.6,30444.0
 A4,2017.0,Automatic,38711.0,Diesel,2.0,15000.0
 Q2,2019.0,Semi-Auto,6257.0,Petrol,2.0,30755.0
 A4,2017.0,Semi-Auto,9806.0,Petrol,2.0,19750.0
 C Class,2019.0,Semi-Auto,1998.0,Petrol,1.5,29480.0
 C Class,2019.0,Semi-Auto,1357.0,Petrol,1.5,29199.0
 A3,2011.0,Manual,87000.0,Diesel,2.0,5290.0
 Focus,2017.0,Manual,41495.0,Diesel,1.5,11250.0
 A7,2011.0,Automatic,74408.0,Diesel,3.0,12750.0
 Focus,2017.0,Manual,24706.0,Diesel,1.5,11698.0
 Focus,2019.0,Automatic,3056.0,Petrol,1.5,19999.0
 Focus,2019.0,Automatic,1555.0,Diesel,2.0,19500.0
 Focus,2017.0,Manual,12456.0,Petrol,1.0,13000.0
 Q5,2016.0,Semi-Auto,28250.0,Diesel,2.0,22000.0
 Focus,2019.0,Manual,900.0,Petrol,2.3,27890.0
 A3,2015.0,Automatic,56291.0,Petrol,1.8,15000.0
 A3,2019.0,Manual,4321.0,Petrol,1.5,23888.0
 Q5,2014.0,Automatic,37113.0,Diesel,2.0,18450.0
 A6,2016.0,Automatic,33881.0,Diesel,2.0,19999.0
 A1,2016.0,Semi-Auto,44290.0,Diesel,1.6,12300.0
 A8,2018.0,Automatic,20360.0,Diesel,3.0,49995.0
 Focus,2010.0,Manual,100000.0,15,1.56,2495.0
 C Class,2019.0,Automatic,4000.0,Diesel,1.95,27750.0
 Q3,2019.0,Automatic,4303.0,Petrol,2.0,31200.0
 Focus,2009.0,Manual,52000.0,10,1.6,3350.0
 Focus,2015.0,Manual,39772.0,26,2.0,12787.0
 Focus,2017.0,Manual,8120.0,Petrol,1.5,13900.0
 A6,2016.0,Semi-Auto,44887.0,Diesel,2.0,16450.0
 C Class,2006.0,Automatic,86000.0,40,3.498,3200.0
 Focus,2017.0,Manual,35452.0,Diesel,1.5,9900.0
 A6,2019.0,Automatic,2247.0,Diesel,2.0,32490.0
 Focus,2012.0,Manual,68000.0,15,1.56,6295.0
 A5,2019.0,Manual,10.0,Petrol,2.0,30990.0
 Focus,2019.0,Manual,3892.0,Diesel,1.5,17981.0
 C Class,2019.0,Automatic,2326.0,Petrol,1.5,25590.0
 Focus,2018.0,Manual,13430.0,Petrol,1.0,12299.0
 C Class,2019.0,Semi-Auto,6266.0,Diesel,2.0,29999.0
 A5,2015.0,Manual,94690.0,Diesel,2.0,10795.0
 C Class,2017.0,Semi-Auto,49783.0,Diesel,2.1,18270.0
 Q2,2019.0,Semi-Auto,2100.0,Petrol,2.0,31490.0
 A5,2019.0,Automatic,5800.0,Diesel,2.0,28950.0
 Focus,2017.0,Manual,32746.0,Diesel,1.5,11750.0
 Focus,2019.0,Automatic,825.0,Diesel,1.5,19330.0
 C Class,2019.0,Automatic,7126.0,Petrol,1.5,26190.0
 Q2,2019.0,Automatic,5000.0,Diesel,2.0,26990.0
 A4,2013.0,Manual,47805.0,Petrol,1.8,11299.0
 A3,2015.0,Manual,55583.0,Diesel,2.0,12700.0
 A1,2017.0,Manual,12000.0,Petrol,1.0,8600.0
 A7,2019.0,Semi-Auto,2055.0,Diesel,3.0,49496.0
 C Class,2016.0,Manual,11972.0,25,1.6,16020.0
 Focus,2016.0,Manual,20764.0,Diesel,1.5,9850.0
 C Class,2019.0,Automatic,3098.0,Petrol,2.0,27490.0
 Focus,2017.0,Manual,21861.0,Diesel,1.5,9500.0
 A4,2017.0,Automatic,41252.0,Petrol,2.0,16800.0
 Focus,2017.0,Manual,11091.0,14,1.0,11499.0
 C Class,2019.0,Semi-Auto,8023.0,Petrol,3.0,44000.0
 A1,2017.0,Manual,12148.0,Petrol,1.0,13995.0
 A1,2019.0,Manual,7629.0,Petrol,1.0,22400.0
 Q3,2019.0,Automatic,4398.0,Diesel,2.0,28000.0
 A1,2016.0,Manual,21257.0,Petrol,1.4,14991.0
 A3,2016.0,Manual,20851.0,Petrol,1.4,15990.0
 Q3,2015.0,Automatic,18693.0,Diesel,2.0,14290.0
 Focus,2018.0,Manual,26500.0,14,1.0,11795.0
 C Class,2017.0,Semi-Auto,29543.0,32,2.1,20600.0
 C Class,2019.0,Semi-Auto,5669.0,Diesel,2.0,33799.0
 A1,2016.0,Manual,10491.0,Petrol,1.0,11000.0
 A3,2019.0,Manual,3358.0,Diesel,2.0,21981.0
 Q5,2019.0,Automatic,1200.0,Petrol,2.0,38991.0
 Focus,2019.0,Manual,7453.0,Petrol,1.0,15510.0
 TT,2011.0,Manual,38000.0,Petrol,1.8,9995.0
 Focus,2018.0,Manual,12657.0,24,2.0,17000.0
 Focus,2019.0,Manual,11027.0,Diesel,1.5,16250.0
 A3,2019.0,Semi-Auto,6750.0,Petrol,2.0,30000.0
 Q3,2019.0,Manual,10300.0,Petrol,1.5,26995.0
 Focus,2019.0,Manual,1073.0,Petrol,1.5,20275.0
 Focus,2014.0,Manual,42792.0,15,1.0,7997.0
 Q7,2017.0,Semi-Auto,14640.0,Diesel,4.0,55900.0
 Q3,2019.0,Manual,3061.0,Petrol,1.5,27900.0
 A4,2017.0,Manual,15800.0,Petrol,1.4,20900.0
 A4,2018.0,Manual,20356.0,Petrol,1.4,19222.0
 C Class,2019.0,Semi-Auto,14208.0,Petrol,1.5,20980.0
 Focus,2013.0,Manual,64470.0,36,2.0,9891.0
 A3,2017.0,Semi-Auto,37750.0,Petrol,1.5,16000.0
 A4,2017.0,Automatic,10488.0,Diesel,2.0,21990.0
 Q5,2019.0,Automatic,67.0,Diesel,2.0,34990.0
 Q5,2019.0,Automatic,6665.0,Petrol,2.0,37490.0
 C Class,2016.0,Semi-Auto,23090.0,37,2.1,22998.0
 Focus,2012.0,Manual,36000.0,11,1.6,6995.0
 Q3,2019.0,Semi-Auto,6103.0,Petrol,1.5,34026.0
 Focus,2012.0,Manual,31626.0,11,1.596,6650.0
 Q3,2016.0,Semi-Auto,20792.0,Petrol,1.4,15997.0
 Focus,2017.0,Manual,14662.0,Petrol,1.0,11999.0
 Focus,2019.0,Manual,8864.0,Diesel,2.0,19665.0
 Q2,2017.0,Manual,19530.0,Petrol,1.4,17060.0
 Focus,2019.0,Manual,12078.0,Petrol,1.0,14998.0
 Q2,2017.0,Manual,12343.0,Petrol,1.4,18860.0
 C Class,2019.0,Manual,3162.0,Petrol,1.6,23499.0
 A3,2017.0,Semi-Auto,9031.0,Petrol,2.0,21495.0
 Q5,2019.0,Semi-Auto,10000.0,Diesel,2.0,37990.0
 Q5,2019.0,Semi-Auto,4433.0,Petrol,2.0,38000.0
