model,year,transmission,mileage,fuel type,engine size,price
 Focus,2017.0,Manual,7612.0,11,1.0,11591.0
 Focus,2017.0,Manual,15379.0,Diesel,1.499,13000.0
 A4,2017.0,Manual,11784.0,Diesel,2.0,18295.0
 C Class,2020.0,Semi-Auto,100.0,Diesel,2.0,34500.0
 Q5,2019.0,Automatic,250.0,Petrol,2.0,37000.0
 A4,2020.0,Semi-Auto,3920.0,Petrol,2.0,28995.0
 A3,2020.0,Semi-Auto,2165.0,Hybrid,1.4,31990.0
 A4,2016.0,Manual,28072.0,Diesel,2.0,16000.0
 A1,2015.0,Manual,30826.0,Petrol,1.4,11750.0
 Q5,2016.0,Semi-Auto,18850.0,Diesel,2.0,26999.0
 C Class,2018.0,Semi-Auto,9252.0,Diesel,2.0,28199.0
 A4,2016.0,Automatic,21056.0,Petrol,2.0,17995.0
 A1,2017.0,Semi-Auto,34700.0,Petrol,1.4,14391.0
 A1,2016.0,Manual,22368.0,Petrol,1.0,11869.0
 Focus,2019.0,Manual,5283.0,Diesel,1.5,16600.0
 A3,2019.0,Automatic,10.0,Petrol,1.5,23985.0
 Focus,2017.0,Manual,18832.0,14,1.0,11200.0
 A6,2019.0,Semi-Auto,2000.0,Diesel,3.0,34000.0
 Q5,2019.0,Semi-Auto,5937.0,Diesel,2.0,39950.0
 A5,2019.0,Semi-Auto,3000.0,Petrol,2.0,28995.0
 Focus,2020.0,Manual,807.0,Diesel,1.5,21499.0
 A5,2017.0,Semi-Auto,31354.0,Petrol,3.0,25498.0
 A1,2012.0,Manual,56700.0,Diesel,2.0,8275.0
 Q5,2019.0,Semi-Auto,6836.0,Diesel,2.0,34991.0
 Q3,2020.0,Semi-Auto,4000.0,Diesel,2.0,30450.0
 Focus,2019.0,Manual,7782.0,Diesel,1.5,20199.0
 Focus,2017.0,Manual,23973.0,Petrol,1.0,10999.0
 Q2,2019.0,Manual,1000.0,Diesel,1.6,22495.0
 A1,2016.0,Automatic,21246.0,Petrol,1.0,11199.0
 C Class,2016.0,Automatic,40814.0,25,1.6,14999.0
 C Class,2017.0,Semi-Auto,30447.0,32,2.1,20990.0
 Focus,2019.0,Manual,1696.0,Petrol,0.999,17895.0
 Q2,2018.0,Manual,9005.0,Petrol,1.4,19995.0
 Focus,2018.0,Manual,15336.0,Petrol,2.0,17997.0
 A4,2017.0,Semi-Auto,29399.0,Petrol,2.0,17612.0
 Focus,2018.0,Manual,13986.0,Petrol,1.0,14739.0
 Q3,2016.0,Manual,33439.0,Diesel,2.0,15999.0
 A4,2016.0,Automatic,21132.0,Diesel,2.0,17495.0
 C Class,2019.0,Automatic,1000.0,Petrol,1.5,32289.0
 A5,2019.0,Semi-Auto,1284.0,Petrol,2.0,29950.0
 C Class,2019.0,Semi-Auto,2570.0,Diesel,2.0,31999.0
 Focus,2014.0,Manual,38792.0,11,1.6,6670.0
 A1,2016.0,Manual,32137.0,Diesel,1.6,12650.0
 A3,2017.0,Manual,20026.0,Petrol,1.4,13990.0
 Focus,2019.0,Manual,5979.0,Petrol,1.0,15390.0
 C Class,2019.0,Semi-Auto,10111.0,Diesel,2.0,27889.0
 Focus,2015.0,Manual,20770.0,Diesel,1.5,9300.0
 A6,2017.0,Automatic,20073.0,Diesel,2.0,21000.0
 A3,2019.0,Semi-Auto,13586.0,Petrol,1.5,23000.0
 A1,2015.0,Manual,27209.0,Petrol,1.0,10420.0
 C Class,2015.0,Semi-Auto,32023.0,Diesel,2.1,15998.0
 Q5,2016.0,Automatic,49450.0,Diesel,2.0,18450.0
 A3,2018.0,Manual,13147.0,Diesel,1.6,18995.0
 Focus,2020.0,Manual,50.0,Petrol,1.0,23500.0
 A3,2017.0,Manual,6931.0,Diesel,2.0,19082.0
 A5,2014.0,Semi-Auto,83468.0,Diesel,2.0,12995.0
 C Class,2017.0,Semi-Auto,32228.0,38,2.1,21220.0
 C Class,2013.0,Automatic,50000.0,38,2.143,10490.0
 A3,2016.0,Manual,26700.0,Diesel,1.6,16700.0
 A3,2014.0,Automatic,36746.0,Diesel,2.0,14299.0
 Q5,2018.0,Semi-Auto,15706.0,Petrol,2.0,30995.0
 Q7,2019.0,Automatic,6700.0,Diesel,3.0,54979.0
 A3,2016.0,Manual,25895.0,Diesel,2.0,12995.0
 C Class,2019.0,Automatic,15024.0,Diesel,2.1,19999.0
 A1,2011.0,Manual,65000.0,Petrol,1.4,6995.0
 Focus,2019.0,Manual,5687.0,Petrol,1.5,18899.0
 A3,2015.0,Manual,101300.0,Diesel,2.0,7500.0
 Q3,2019.0,Automatic,10.0,Diesel,2.0,34985.0
 Focus,2018.0,Manual,16136.0,14,0.999,12295.0
 A1,2012.0,Manual,46942.0,Diesel,1.6,7099.0
 A3,2012.0,Manual,49000.0,Petrol,1.6,7150.0
 Q7,2019.0,Automatic,8000.0,Diesel,3.0,44990.0
 Focus,2015.0,Manual,48000.0,16,1.499,6990.0
 Q2,2019.0,Manual,3561.0,Petrol,1.5,24479.0
 C Class,2017.0,Semi-Auto,11457.0,32,2.0,23401.0
 A1,2014.0,Manual,30287.0,Petrol,1.4,10291.0
 A3,2018.0,Manual,22383.0,Petrol,1.0,15000.0
 C Class,2015.0,Automatic,34000.0,31,2.143,15490.0
 A3,2017.0,Manual,20871.0,Petrol,1.4,18490.0
 A4,2019.0,Manual,5850.0,Petrol,2.0,23750.0
 A4,2018.0,Manual,24282.0,Diesel,2.0,18350.0
 C Class,2019.0,Semi-Auto,9888.0,Petrol,1.5,24599.0
 Q2,2019.0,Automatic,10.0,Petrol,2.0,31990.0
 TT,2013.0,Manual,78449.0,Diesel,2.0,9306.0
 C Class,2017.0,Automatic,18000.0,Diesel,2.143,20990.0
 A6,2016.0,Manual,97729.0,Diesel,2.0,13498.0
 Focus,2018.0,Manual,19064.0,11,1.0,11599.0
 Focus,2018.0,Manual,18954.0,Petrol,1.0,10750.0
 C Class,2016.0,Automatic,34972.0,25,1.6,16000.0
 Focus,2015.0,Manual,42043.0,33,2.0,11499.0
 Focus,2014.0,Manual,7000.0,Petrol,1.6,8990.0
 A3,2020.0,Semi-Auto,7500.0,Hybrid,1.4,32495.0
 A4,2017.0,Manual,14392.0,Petrol,1.4,13900.0
 Focus,2019.0,Automatic,5367.0,Petrol,1.0,16000.0
 Focus,2015.0,Manual,52671.0,15,1.6,7590.0
 Focus,2015.0,Manual,38773.0,24,2.0,12200.0
 A3,2014.0,Manual,119000.0,Diesel,2.0,8492.0
 A6,2017.0,Semi-Auto,32000.0,Diesel,2.0,21195.0
 Focus,2017.0,Manual,42956.0,14,1.0,9700.0
 C Class,2019.0,Automatic,6522.0,Petrol,2.0,27826.0
 Focus,2014.0,Manual,60852.0,15,1.0,6770.0
 C Class,2019.0,Semi-Auto,10651.0,Diesel,2.1,24648.0
 A3,2017.0,Manual,36935.0,Diesel,1.6,12000.0
 Focus,2015.0,Manual,46342.0,Diesel,1.499,8500.0
 Focus,2018.0,Manual,46319.0,Diesel,1.499,10800.0
 A3,2019.0,Semi-Auto,9292.0,Petrol,2.0,32500.0
 C Class,2015.0,Automatic,12586.0,Hybrid,1.991,19100.0
 A3,2015.0,Semi-Auto,48194.0,Diesel,1.6,11390.0
 A3,2016.0,Manual,67959.0,Diesel,1.6,10298.0
 A1,2019.0,Semi-Auto,4500.0,Petrol,2.0,22000.0
 A3,2016.0,Automatic,35930.0,Diesel,2.0,13499.0
 Q5,2019.0,Automatic,3003.0,Diesel,2.0,35950.0
 A5,2016.0,Semi-Auto,30385.0,Diesel,2.0,19890.0
 A3,2015.0,Semi-Auto,40092.0,Petrol,1.4,15000.0
 C Class,2017.0,Automatic,26000.0,38,2.143,21400.0
 A4,2013.0,Manual,48261.0,Diesel,2.0,9399.0
 Focus,2017.0,Manual,18812.0,Diesel,1.5,12498.0
 A4,2019.0,Semi-Auto,3076.0,Diesel,2.0,32000.0
 Focus,2015.0,Semi-Auto,33821.0,14,1.6,9791.0
 Q5,2020.0,Semi-Auto,4433.0,Diesel,3.0,53990.0
 Focus,2015.0,Manual,45878.0,Diesel,1.5,7660.0
 A4,2018.0,Semi-Auto,15475.0,Petrol,2.0,23132.0
 A4,2019.0,Semi-Auto,4000.0,Petrol,2.0,27000.0
 C Class,2016.0,Automatic,49586.0,Diesel,2.1,15399.0
 Q5,2020.0,Automatic,7791.0,Diesel,3.0,43950.0
 A4,2017.0,Manual,25000.0,Petrol,1.4,13500.0
 Focus,2019.0,Manual,11056.0,Petrol,1.0,18490.0
 A3,2019.0,Manual,4493.0,Diesel,1.6,22061.0
 Focus,2015.0,Automatic,72000.0,14,1.6,6499.0
 Focus,2017.1490190205182,Manual,9964.0,Petrol,2.0,18449.0
 Q2,2020.0,Manual,4432.0,Petrol,1.5,25990.0
 A3,2019.0,Manual,10000.0,Diesel,1.6,18990.0
 Focus,2019.0,Manual,14316.0,Diesel,1.5,14498.0
 A4,2019.0,Automatic,5500.0,Petrol,2.0,25990.0
 C Class,2017.0,Semi-Auto,22994.0,31,2.0,18495.0
 RS3,2017.0,Semi-Auto,17552.0,Petrol,2.5,38995.0
 A4,2006.0,Manual,114000.0,Diesel,2.0,2995.0
 A1,2016.0,Manual,39356.0,Petrol,1.4,13671.0
 Focus,2014.0,Manual,53500.0,14,1.0,6800.0
 C Class,2019.0,Automatic,1544.0,Diesel,2.0,28990.0
 C Class,2020.0,Semi-Auto,250.0,Petrol,3.0,54000.0
 Focus,2019.0,Manual,2804.0,Petrol,2.3,29395.0
 A5,2013.0,Semi-Auto,67000.0,Diesel,2.0,10990.0
 Focus,2019.0,Manual,3871.0,Diesel,2.0,25799.0
 C Class,2019.0,Semi-Auto,2258.0,Petrol,1.5,32998.0
 Focus,2019.0,Manual,11407.0,Diesel,1.5,16481.0
 C Class,2014.0,Automatic,76000.0,31,2.143,12990.0
 C Class,2016.0,Automatic,18406.0,Diesel,2.143,18000.0
 Q5,2019.0,Semi-Auto,4430.0,Diesel,2.0,34496.0
 Focus,2016.0,Manual,88993.0,16,1.5,7299.0
 Q3,2020.0,Manual,500.0,Petrol,1.5,32990.0
 A5,2018.0,Automatic,6541.0,Diesel,2.0,25850.0
 A3,2019.0,Automatic,1235.0,Diesel,1.6,22795.0
 R8,2020.0,Semi-Auto,2000.0,Petrol,5.2,145000.0
 Focus,2017.0,Manual,9574.0,14,1.0,11900.0
 Focus,2018.0,Manual,581.0,Petrol,1.0,14950.0
 RS4,2020.0,Semi-Auto,6000.0,Petrol,2.9,71990.0
 Q7,2019.0,Automatic,5489.0,Diesel,3.0,46400.0
 C Class,2016.0,Semi-Auto,45588.0,Diesel,2.1,16680.0
 Q2,2019.0,Automatic,4284.0,Petrol,2.0,28990.0
 C Class,2020.0,Semi-Auto,1989.0,Diesel,2.0,30480.0
 C Class,2017.0,Automatic,19858.0,25,1.6,18970.0
 A1,2017.0,Semi-Auto,18000.0,Petrol,1.4,17490.0
 A3,2014.0,Manual,52561.0,Diesel,2.0,9284.0
 Q3,2017.0,Manual,18698.0,Petrol,1.4,19000.0
 A3,2016.0,Manual,22501.0,Petrol,1.4,15399.0
 A1,2020.0,Semi-Auto,3000.0,Petrol,1.5,24490.0
 A4,2019.0,Automatic,9000.0,Diesel,2.0,27000.0
 Q3,2017.0,Semi-Auto,9811.0,Petrol,1.4,23290.0
 Q5,2019.0,Automatic,1000.0,Diesel,2.0,37395.0
 C Class,2017.0,Semi-Auto,43678.0,Diesel,2.1,16481.0
 TT,2016.0,Manual,34500.0,Diesel,2.0,16990.0
 C Class,2016.0,Semi-Auto,20077.0,33,2.1,22890.0
 Focus,2016.0,Manual,12427.0,Petrol,1.0,10200.0
 C Class,2019.0,Semi-Auto,5207.0,Petrol,1.5,24000.0
 A3,2019.0,Semi-Auto,6602.0,Petrol,2.0,31950.0
 C Class,2019.0,Automatic,3074.0,Petrol,1.5,28466.0
 Q5,2015.0,Automatic,44523.0,Diesel,3.0,19990.0
 Focus,2017.0,Manual,41495.0,Diesel,1.5,11250.0
 Focus,2016.0,Manual,55790.0,Diesel,1.5,9499.0
 A4,2020.0,Semi-Auto,6746.0,Diesel,2.0,40780.0
 Focus,2015.0,Automatic,16186.0,14,1.6,9933.0
 C Class,2019.0,Semi-Auto,2985.0,Petrol,1.5,32199.0
 C Class,2020.0,Manual,15754.0,Diesel,2.143,19298.0
 Q2,2019.0,Semi-Auto,3402.0,Petrol,1.5,24496.0
 C Class,2014.0,Semi-Auto,39547.0,30,2.1,12262.0
 A1,2015.0,Manual,20545.0,Petrol,1.0,10120.0
 Q7,2019.0,Automatic,1000.0,Diesel,3.0,57000.0
 C Class,2019.0,Automatic,3500.0,Petrol,1.5,29944.0
 A1,2019.0,Semi-Auto,3215.0,Petrol,1.5,21840.0
 C Class,2019.0,Automatic,5149.0,Petrol,1.5,21940.0
 A1,2017.0,Manual,28200.0,Diesel,1.6,12100.0
 A3,2019.0,Automatic,351.0,Petrol,2.0,31450.0
 A4,2016.0,Automatic,119880.0,Diesel,2.0,11295.0
 C Class,2017.0,Automatic,18495.0,Diesel,2.1,23572.0
 A3,2016.0,Manual,84049.0,Diesel,1.6,9699.0
 C Class,2019.0,Automatic,2791.0,Diesel,2.0,34987.0
 Focus,2019.0,Manual,10194.0,Petrol,1.0,16990.0
 Focus,2015.0,Manual,65121.0,Diesel,1.5,8151.0
 TT,2017.0,Semi-Auto,11621.0,Petrol,2.0,24995.0
 C Class,2019.0,Automatic,13071.0,Petrol,1.5,19995.0
 A7,2017.0,Semi-Auto,34132.0,Diesel,3.0,21150.0
 Q3,2020.0,Semi-Auto,3000.0,Diesel,2.0,32995.0
 A4,2019.0,Manual,5286.0,Petrol,2.0,23750.0
 A1,2016.0,Semi-Auto,28863.0,Petrol,1.0,11990.0
 A1,2016.0,Manual,26705.0,Petrol,1.4,12500.0
 A4,2014.0,Semi-Auto,28510.0,Diesel,2.0,13141.0
 A3,2019.0,Automatic,2257.0,Diesel,1.6,24985.0
 A6,2017.0,Automatic,15759.0,Diesel,2.0,20499.0
 C Class,2018.0,Automatic,24564.0,31,2.1,19999.0
 A4,2016.0,Semi-Auto,73722.0,Diesel,2.0,11000.0
 Q2,2019.0,Manual,3500.0,Petrol,1.0,20990.0
 Focus,2018.0,Manual,25126.0,Petrol,1.0,12999.0
 Focus,2019.0,Manual,6220.0,Petrol,1.0,16000.0
 Focus,2014.0,Manual,51986.0,13,1.6,7695.0
 Q5,2017.0,Semi-Auto,49227.0,Diesel,2.0,22950.0
 Focus,2018.0,Manual,6945.0,14,1.0,12800.0
 C Class,2019.0,Semi-Auto,11674.0,Diesel,2.0,26140.0
 C Class,2017.0,Semi-Auto,23114.0,32,2.1,21700.0
 Q7,2019.0,Automatic,2086.0,Diesel,3.0,54950.0
 Focus,2013.0,Manual,37966.0,14,1.0,6298.0
 Q2,2018.0,Semi-Auto,8600.0,Petrol,1.4,20990.0
 A3,2017.0,Manual,23525.0,Petrol,1.4,15750.0
 A7,2018.0,Semi-Auto,6850.0,Diesel,3.0,38995.0
 A3,2019.0,Semi-Auto,12927.0,Petrol,1.5,23490.0
 A4,2016.0,Manual,51109.0,Diesel,2.0,15472.0
 Focus,2016.0,Manual,27000.0,36,2.0,15950.0
 A7,2017.0,Semi-Auto,25000.0,Petrol,4.0,37500.0
 Focus,2019.0,Manual,2280.0,Diesel,1.5,19990.0
 Q3,2019.0,Manual,1000.0,Petrol,1.5,25950.0
 C Class,2018.0,Automatic,21936.0,Petrol,1.991,17450.0
 C Class,2010.0,Manual,97717.0,30,1.597,4990.0
 A3,2017.0,Manual,50689.0,Diesel,2.0,15601.0
 Focus,2016.0,Manual,22872.0,11,1.0,8800.0
 Focus,2018.0,Semi-Auto,19065.0,Diesel,1.5,13180.0
 Q3,2019.0,Manual,5662.0,Diesel,2.0,24995.0
 A3,2016.0,Semi-Auto,54425.0,Petrol,1.4,14000.0
 C Class,2018.0,Automatic,20173.0,31,2.1,19799.0
 A7,2018.0,Semi-Auto,12958.0,Diesel,3.0,29900.0
 Focus,2018.0,Manual,21215.0,Petrol,1.0,12495.0
 A4,2018.0,Semi-Auto,56607.0,Diesel,2.0,17000.0
 Q3,2016.0,Manual,27410.0,Diesel,2.0,17200.0
 C Class,2015.0,Semi-Auto,41349.0,31,2.1,16480.0
 Q3,2020.0,Semi-Auto,700.0,Petrol,1.5,30990.0
 A6,2020.0,Automatic,3000.0,Petrol,2.0,38500.0
 A6,2019.0,Automatic,9600.0,Diesel,3.0,35399.0
 A3,2017.0,Semi-Auto,13755.0,Petrol,1.4,16490.0
 A1,2015.0,Manual,26000.0,Petrol,1.0,11995.0
 C Class,2019.0,Semi-Auto,4998.0,Petrol,2.0,29000.0
 Focus,2018.0,Manual,23738.0,Petrol,1.0,10700.0
 Q3,2016.0,Semi-Auto,35100.0,Petrol,1.4,17995.0
 A6,2016.0,Automatic,47750.0,Diesel,3.0,24990.0
 Focus,2018.0,Manual,29649.0,24,2.0,15995.0
 Focus,2019.0,Manual,8980.0,Petrol,1.0,15420.0
 A7,2014.0,Automatic,61140.0,Diesel,3.0,14086.0
 Focus,2019.0,Manual,12820.0,Petrol,1.0,15545.0
 Focus,2018.0,Manual,7534.0,Petrol,0.999,13989.0
 C Class,2014.0,Automatic,52379.0,31,2.0,12600.0
 Q5,2016.0,Automatic,28000.0,Diesel,2.0,22995.0
 C Class,2015.0,Semi-Auto,42164.0,31,2.1,15789.0
 C Class,2019.0,Semi-Auto,13690.0,Petrol,1.5,19899.0
 Focus,2017.0,Manual,22431.0,26,2.0,17098.0
 Focus,2016.0,Manual,28000.0,Petrol,1.0,9295.0
 Focus,2017.0,Manual,17113.0,Petrol,1.0,10690.0
 Q2,2018.0,Semi-Auto,31615.0,Petrol,1.4,22990.0
 Focus,2019.0,Manual,804.0,Petrol,1.0,18200.0
 Q5,2015.0,Manual,80521.0,Diesel,2.0,15099.0
 Focus,2017.1490190205182,Manual,7999.0,Petrol,1.0,18495.0
 Q7,2019.0,Semi-Auto,1478.0,Diesel,3.0,56900.0
 Q5,2015.0,Automatic,23530.0,Diesel,2.0,20176.0
 TT,2016.0,Manual,21705.0,Petrol,2.0,19472.0
 C Class,2019.0,Automatic,1873.0,Diesel,2.0,31980.0
 Q3,2019.0,Manual,5000.0,Diesel,2.0,25950.0
 Focus,2017.0,Manual,47311.0,Diesel,1.5,9999.0
 Focus,2018.0,Manual,16446.0,Petrol,1.0,11250.0
 A4,2017.0,Manual,24523.0,Diesel,2.0,18298.0
 C Class,2016.0,Semi-Auto,35207.0,32,2.1,20299.0
 C Class,2019.0,Semi-Auto,5046.0,Petrol,1.5,26000.0
 C Class,2019.0,Semi-Auto,5937.0,Petrol,1.5,29000.0
 A5,2020.0,Semi-Auto,2000.0,Diesel,2.0,31000.0
 Q2,2019.0,Semi-Auto,4256.0,Petrol,2.0,26700.0
 A4,2020.0,Semi-Auto,2999.0,Diesel,3.0,46750.0
 A6,2006.0,Automatic,98000.0,Petrol,5.2,8750.0
 A4,2017.0,Semi-Auto,24911.0,Petrol,2.0,20990.0
 Focus,2018.0,Manual,13072.0,Petrol,1.0,11999.0
 Focus,2017.0,Automatic,9137.0,Petrol,1.0,14000.0
 C Class,2015.0,Automatic,22499.0,38,2.1,18999.0
 A4,2013.0,Automatic,59438.0,Diesel,2.0,9000.0
 Q3,2019.0,Semi-Auto,7595.0,Diesel,2.0,31990.0
 A3,2016.0,Semi-Auto,38000.0,Diesel,1.6,10999.0
 A3,2019.0,Automatic,8799.0,Petrol,1.5,24990.0
 A3,2018.0,Automatic,17411.0,Petrol,2.5,26490.0
 A1,2013.0,Manual,41762.0,Diesel,1.6,8495.0
 Q5,2020.0,Semi-Auto,3500.0,Hybrid,2.0,46450.0
 Focus,2014.0,Manual,36008.0,15,1.6,8175.0
 A3,2019.0,Manual,5530.0,Diesel,1.6,20500.0
 Focus,2016.0,Manual,15610.0,Petrol,1.0,10500.0
 A3,2019.0,Semi-Auto,3036.0,Petrol,2.0,31795.0
 A3,2019.0,Semi-Auto,15813.0,Petrol,1.5,21750.0
 A3,2013.0,Manual,53566.0,Diesel,2.0,8499.0
 Focus,2018.0,Manual,18280.0,Petrol,0.999,12395.0
 Focus,2019.0,Automatic,20496.0,Diesel,1.5,18000.0
 C Class,2010.0,Automatic,60000.0,37,2.143,7490.0
 A3,2017.0,Manual,42105.0,Petrol,1.5,18500.0
 Focus,2016.0,Manual,30341.0,26,2.0,14999.0
 A1,2020.0,Semi-Auto,5000.0,Petrol,1.5,26450.0
 Focus,2019.0,Automatic,1865.0,Diesel,1.5,17320.0
 Focus,2018.0,Manual,2772.0,Petrol,1.0,15000.0
 Focus,2019.0,Manual,9125.0,Petrol,2.3,27995.0
 Q5,2016.0,Semi-Auto,32268.0,Diesel,2.0,20700.0
 Focus,2016.0,Manual,42315.0,Petrol,1.0,9999.0
 A3,2016.0,Semi-Auto,27226.0,Diesel,1.6,12400.0
 C Class,2019.0,Semi-Auto,11738.0,Petrol,1.5,25699.0
 Focus,2017.0,Manual,27800.0,Petrol,1.0,11750.0
 A1,2013.0,Manual,39761.0,Petrol,1.4,8995.0
 C Class,2019.0,Semi-Auto,5367.0,Petrol,3.0,40890.0
 Focus,2017.0,Manual,19579.0,14,0.999,11490.0
 A3,2015.0,Manual,84000.0,Diesel,2.0,6990.0
 A4,2017.0,Semi-Auto,26752.0,Diesel,2.0,17795.0
 A3,2017.0,Manual,36400.0,Petrol,1.4,13995.0
 Focus,2017.0,Manual,7755.0,Petrol,1.0,12949.0
 RS3,2015.0,Automatic,27000.0,Petrol,2.5,27790.0
 A1,2017.0,Manual,25423.0,Petrol,1.0,11499.0
 Focus,2015.0,Manual,56561.0,Diesel,1.5,7120.0
 A3,2016.0,Manual,29500.0,Petrol,1.4,15444.0
 A3,2019.0,Semi-Auto,6123.0,Petrol,2.0,32490.0
 Focus,2009.0,Manual,80000.0,15,1.8,3295.0
 A1,2013.0,Manual,62023.0,Diesel,1.6,6800.0
 A1,2013.0,Manual,56123.0,Diesel,1.6,7799.0
 A4,2016.0,Automatic,44406.0,Diesel,2.0,16999.0
 Focus,2018.0,Manual,26634.0,Diesel,1.5,13490.0
 A1,2020.0,Semi-Auto,2000.0,Petrol,1.0,20990.0
 Focus,2017.0,Manual,29254.0,14,1.0,10450.0
 Focus,2017.0,Manual,25894.0,Petrol,2.0,15480.0
 C Class,2017.0,Automatic,5338.0,Hybrid,2.0,20999.0
 A5,2016.0,Automatic,55639.0,Diesel,2.0,16987.0
 Focus,2018.0,Manual,8067.0,14,1.0,12290.0
 A1,2016.0,Manual,8000.0,Petrol,1.0,11495.0
 C Class,2017.0,Manual,67000.0,31,2.143,14850.0
 A3,2019.0,Automatic,7141.0,Petrol,1.5,23668.0
 Q5,2019.0,Semi-Auto,2666.0,Diesel,3.0,47850.0
 C Class,2018.0,Automatic,10264.0,31,2.1,21189.0
 Q2,2019.0,Manual,3000.0,Diesel,1.6,23990.0
 Focus,2018.0,Manual,7687.0,Petrol,1.0,16950.0
 Focus,2019.0,Automatic,5491.0,Diesel,2.0,17999.0
 Q2,2017.0,Automatic,23714.0,Diesel,1.6,14800.0
 C Class,2019.0,Semi-Auto,9172.0,Petrol,1.5,25349.0
 C Class,2020.0,Automatic,1941.0,Petrol,3.0,48980.0
 Focus,2016.0,Manual,19785.0,14,1.0,10000.0
 A5,2016.0,Automatic,106000.0,Diesel,3.0,13250.0
 Q5,2019.0,Semi-Auto,5209.0,Diesel,3.0,47990.0
 A3,2016.0,Manual,53927.0,Diesel,2.0,13495.0
 Q2,2019.0,Semi-Auto,1462.0,Petrol,2.0,31000.0
 A6,2014.0,Semi-Auto,57842.0,Diesel,2.0,14495.0
 A3,2016.0,Manual,38738.0,Petrol,1.4,13490.0
 Focus,2015.0,Manual,37750.0,15,1.6,8998.0
 C Class,2016.0,Automatic,33608.0,37,2.1,19349.0
 Focus,2019.0,Automatic,12325.0,Petrol,1.0,16498.0
 A1,2015.0,Manual,13741.0,Petrol,1.4,11799.0
 C Class,2015.0,Automatic,39000.0,26,1.6,15995.0
 C Class,2017.0,Manual,31070.0,31,2.0,15495.0
 Focus,2019.0,Manual,3379.0,Petrol,1.0,18000.0
 Q3,2015.0,Manual,99590.0,Diesel,2.0,12500.0
 Q3,2017.0,Semi-Auto,7957.0,Petrol,2.0,25352.0
 A1,2020.0,Manual,1000.0,Petrol,1.0,22490.0
 C Class,2016.0,Semi-Auto,37080.0,Diesel,2.1,16498.0
 A3,2018.0,Automatic,28803.0,Petrol,2.0,25700.0
 Focus,2013.0,Manual,30869.0,15,1.6,6490.0
 Focus,2016.0,Manual,21922.0,Petrol,1.5,11220.0
 C Class,2011.0,Automatic,83000.0,29,1.8,7995.0
 A4,2015.0,Semi-Auto,30431.0,Diesel,2.0,15888.0
 Q3,2017.0,Semi-Auto,17680.0,Petrol,2.0,22995.0
 A3,2014.0,Automatic,37357.0,Petrol,2.0,17499.0
 Q3,2019.0,Semi-Auto,5500.0,Diesel,2.0,28990.0
 Focus,2016.0,Manual,13036.0,33,2.0,15500.0
 A6,2016.0,Manual,62668.0,Diesel,2.0,16498.0
 Focus,2015.0,Manual,43265.0,Diesel,1.5,8400.0
 Focus,2017.0,Manual,20744.0,Petrol,1.0,11697.0
 A3,2017.0,Manual,21695.0,Petrol,1.4,16400.0
 Focus,2016.0,Manual,21018.0,16,1.5,10210.0
 C Class,2017.0,Semi-Auto,18804.0,Petrol,4.0,42299.0
 A3,2015.0,Manual,91334.0,Diesel,1.6,8299.0
 Q3,2017.0,Semi-Auto,58021.0,Diesel,2.0,19712.0
 Q3,2017.0,Manual,25670.0,Diesel,2.0,19950.0
 Q3,2017.0,Semi-Auto,16781.0,Petrol,1.4,21200.0
 A3,2018.0,Automatic,6754.0,Diesel,1.6,22285.0
 Q5,2013.0,Semi-Auto,54143.0,Diesel,3.0,19995.0
 Focus,2017.0,Manual,30212.0,Diesel,1.499,11800.0
 A1,2019.0,Semi-Auto,11275.0,Petrol,2.0,20991.0
 A4,2019.0,Manual,3251.0,Petrol,2.0,26990.0
 Focus,2017.0,Manual,25746.0,Diesel,1.499,12700.0
 C Class,2004.0,Automatic,52000.0,Petrol,3.2,9495.0
 A5,2019.0,Automatic,2500.0,Petrol,2.0,31245.0
 A5,2020.0,Semi-Auto,480.0,Petrol,2.0,29950.0
 C Class,2019.0,Semi-Auto,14959.0,Diesel,2.0,22899.0
 Q2,2019.0,Automatic,6000.0,Petrol,1.5,25778.0
 C Class,2019.0,Semi-Auto,9160.0,Petrol,1.5,23990.0
 Focus,2018.0,Manual,13218.0,Diesel,1.5,14498.0
 Focus,2018.0,Automatic,5675.0,Diesel,1.5,16000.0
 Focus,2016.0,Manual,37458.0,Diesel,1.5,8799.0
 C Class,2019.0,Semi-Auto,14074.0,Petrol,1.5,19849.0
 A5,2019.0,Automatic,4860.0,Petrol,2.0,38990.0
 A3,2019.0,Semi-Auto,7214.0,Petrol,2.0,31600.0
 Focus,2019.0,Manual,5731.0,Petrol,0.999,18000.0
 Q3,2017.0,Manual,46063.0,Diesel,2.0,17241.0
 Q5,2019.0,Semi-Auto,85.0,Petrol,2.0,34998.0
 Q7,2016.0,Semi-Auto,52793.0,Diesel,3.0,30998.0
 Focus,2019.0,Manual,11536.0,Petrol,1.0,14090.0
 Focus,2015.0,Manual,38000.0,Diesel,1.499,9489.0
 Focus,2019.0,Manual,13240.0,Petrol,1.0,16400.0
 C Class,2020.0,Manual,16.0,Petrol,1.6,22980.0
 TT,2019.0,Semi-Auto,2847.0,Petrol,2.0,36991.0
 Focus,2017.0,Manual,18324.0,11,1.0,10900.0
 A6,2015.0,Manual,72310.0,Diesel,2.0,11500.0
 RS4,2020.0,Semi-Auto,3000.0,Petrol,2.9,67000.0
